congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
116,Senate,20919,45,0,LA,200,,,"CASSIDY, Bill",C001075,1957,,0.456,-0.1,-49.61578,0.92415,629,25,,0.504,-0.06
116,Senate,41703,45,0,LA,200,,,"KENNEDY, John Neely",K000393,1951,,0.596,0.197,-76.34117,0.88998,655,32,,0.681,-0.043
116,Senate,41300,2,0,ME,328,,,"KING, Angus Stanley, Jr.",K000383,1944,,-0.157,-0.225,-83.92327,0.88194,668,33,,-0.167,-0.201
116,Senate,49703,2,0,ME,200,,,"COLLINS, Susan Margaret",C001035,1952,,0.115,-0.538,-61.01139,0.91271,668,17,,0.139,-0.404
116,Senate,15408,52,0,MD,100,,,"CARDIN, Benjamin Louis",C000141,1943,,-0.319,-0.223,-108.48184,0.84737,655,38,,-0.277,-0.113
116,Senate,20330,52,0,MD,100,,,"VAN HOLLEN, Christopher",V000128,1959,,-0.392,-0.21,-104.77154,0.85464,667,38,,-0.38,-0.333
116,Senate,14435,3,0,MA,100,,,"MARKEY, Edward John",M000133,1946,,-0.512,-0.457,-68.93531,0.89095,597,23,,-0.625,-0.759
116,Senate,41301,3,0,MA,100,,,"WARREN, Elizabeth",W000817,1949,,-0.771,-0.306,-14.28348,0.96641,418,4,,-0.792,-0.434
116,Senate,20923,23,0,MI,100,,,"PETERS, Gary C.",P000595,1958,,-0.245,-0.186,-106.31303,0.85266,667,47,,-0.296,-0.027
116,Senate,29732,23,0,MI,100,,,"STABENOW, Deborah Ann",S000770,1950,,-0.343,-0.013,-115.53825,0.83412,637,58,,-0.397,-0.108
116,Senate,40700,33,0,MN,100,,,"KLOBUCHAR, Amy",K000367,1960,,-0.285,-0.379,-135.7747,0.75626,486,71,,-0.476,-0.367
116,Senate,41706,33,0,MN,100,,,"SMITH, Tina",S001203,1958,,-0.396,-0.058,-81.6154,0.88401,662,37,,-0.413,-0.032
116,Senate,29534,46,0,MS,200,,,"WICKER, Roger F.",W000437,1951,,0.377,0.35,-28.15303,0.95867,667,8,,0.364,0.196
116,Senate,41707,46,0,MS,200,,,"HYDE-SMITH, Cindy",H001079,1959,,0.391,0.365,-20.58951,0.9691,656,7,,0.363,0.38
116,Senate,29735,34,0,MO,200,,,"BLUNT, Roy",B000575,1950,,0.425,0.271,-32.03334,0.9522,654,12,,0.341,0.156
116,Senate,41901,34,0,MO,200,,,"HAWLEY, Joshua David",H001089,1979,,0.661,-0.379,-76.44932,0.89125,664,37,,0.618,-0.383
116,Senate,21338,64,0,MT,200,,,"DAINES, Steve",D000618,1962,,0.56,-0.098,-63.19165,0.9083,657,35,,0.58,-0.214
116,Senate,40702,64,0,MT,100,,,"TESTER, Jon",T000464,1956,,-0.215,0.145,-87.64172,0.87313,646,34,,-0.237,0.158
116,Senate,41302,35,0,NE,200,,,"FISCHER, Debra (Deb)",F000463,1951,,0.464,0.315,-25.27283,0.96146,643,8,,0.48,0.486
116,Senate,41503,35,0,NE,200,,,"SASSE, Benjamin Eric",S001197,1972,,0.768,-0.225,-38.71874,0.94165,644,15,,0.717,-0.012
116,Senate,21743,65,0,NV,100,,,"ROSEN, Jacklyn Sheryl",R000608,1957,,-0.285,0.287,-66.90006,0.90416,664,22,,-0.321,0.339
116,Senate,41700,65,0,NV,100,,,"CORTEZ MASTO, Catherine Marie",C001113,1964,,-0.369,0.33,-63.70602,0.90852,664,27,,-0.354,0.337
116,Senate,40906,4,0,NH,100,,,"SHAHEEN, Jeanne",S001181,1947,,-0.237,-0.143,-83.39666,0.88147,661,35,,-0.216,-0.036
116,Senate,41702,4,0,NH,100,,,"HASSAN, Margaret (Maggie)",H001076,1958,,-0.231,-0.032,-77.86685,0.88997,668,30,,-0.214,0.006
116,Senate,29373,12,0,NJ,100,,,"MENENDEZ, Robert",M000639,1954,,-0.366,-0.124,-122.74176,0.83123,664,52,,-0.382,-0.125
116,Senate,41308,12,0,NJ,100,,,"BOOKER, Cory Anthony",B001288,1969,,-0.591,-0.257,-52.73352,0.87848,407,28,,-0.551,-0.382
116,Senate,20930,66,0,NM,100,,,"HEINRICH, Martin",H001046,1971,,-0.328,-0.022,-120.83124,0.82868,643,55,,-0.393,-0.015
116,Senate,29924,66,0,NM,100,,,"UDALL, Thomas (Tom)",U000039,1948,,-0.453,0.161,-82.54995,0.88176,656,36,,-0.435,0.04
116,Senate,14858,13,0,NY,100,,,"SCHUMER, Charles Ellis (Chuck)",S000148,1950,,-0.359,-0.404,-104.66504,0.85497,668,42,,-0.416,-0.387
116,Senate,20735,13,0,NY,100,,,"GILLIBRAND, Kirsten",G000555,1966,,-0.475,-0.421,-88.80874,0.85478,566,49,,-0.654,-0.349
116,Senate,29548,47,0,NC,200,,,"BURR, Richard M.",B001135,1955,,0.448,-0.055,-26.01533,0.95628,582,5,,0.342,0.189
116,Senate,41504,47,0,NC,200,,,"TILLIS, Thomas Roland (Thom)",T000476,1960,,0.423,0.059,-36.54248,0.94391,633,16,,0.426,0.202
116,Senate,21350,36,0,ND,200,,,"CRAMER, Kevin",C001096,1961,,0.391,0.299,-22.19799,0.96648,651,8,,0.373,0.247
116,Senate,41107,36,0,ND,200,,,"HOEVEN, John",H001061,1957,,0.349,0.341,-24.06561,0.96403,657,10,,0.371,0.274
116,Senate,29386,24,0,OH,200,,,"PORTMAN, Robert Jones (Rob)",P000449,1955,,0.371,-0.231,-29.5686,0.95612,659,8,,0.314,0.104
116,Senate,29389,24,0,OH,100,,,"BROWN, Sherrod",B000944,1952,,-0.428,-0.11,-138.06888,0.81046,657,59,,-0.374,-0.106
116,Senate,15424,53,0,OK,200,,,"INHOFE, James Mountain",I000024,1934,,0.553,0.04,-46.18118,0.93132,649,27,,0.617,-0.005
116,Senate,21166,53,0,OK,200,,,"LANKFORD, James",L000575,1968,,0.586,0.162,-33.7069,0.95079,668,14,,0.687,0.296
116,Senate,14871,72,0,OR,100,,,"WYDEN, Ronald Lee",W000779,1949,,-0.33,-0.476,-125.59964,0.82623,658,67,,-0.376,-0.627
116,Senate,40908,72,0,OR,100,,,"MERKLEY, Jeff",M001176,1956,,-0.44,-0.742,-75.54087,0.89231,663,28,,-0.409,-0.724
116,Senate,29935,14,0,PA,200,,,"TOOMEY, Patrick Joseph",T000461,1961,,0.645,-0.291,-58.16371,0.91326,641,21,,0.707,-0.107
116,Senate,40703,14,0,PA,100,,,"CASEY, Robert (Bob), Jr.",C001070,1960,,-0.315,0.195,-100.52136,0.86029,668,48,,-0.339,0.197
116,Senate,29142,5,0,RI,100,,,"REED, John F. (Jack)",R000122,1949,,-0.367,-0.171,-119.88595,0.83526,666,61,,-0.313,-0.076
116,Senate,40704,5,0,RI,100,,,"WHITEHOUSE, Sheldon",W000802,1955,,-0.355,-0.078,-127.47582,0.81252,614,51,,-0.291,0.019
116,Senate,21173,48,0,SC,200,,,"SCOTT, Tim",S001184,1965,,0.637,-0.008,-42.4471,0.93789,662,19,,0.557,0.093
116,Senate,29566,48,0,SC,200,,,"GRAHAM, Lindsey O.",G000359,1955,,0.404,-0.169,-30.24141,0.95371,638,8,,0.325,-0.006
116,Senate,29754,37,0,SD,200,,,"THUNE, John",T000250,1961,,0.412,0.138,-25.81674,0.96198,666,12,,0.394,0.28
116,Senate,41505,37,0,SD,200,,,"ROUNDS, Marion Michael (Mike)",R000605,1954,,0.397,0.153,-37.56421,0.93739,581,20,,0.437,0.388
116,Senate,20351,54,0,TN,200,,,"BLACKBURN, Marsha",B001243,1952,,0.621,0.136,-44.23414,0.93479,656,18,,0.695,0.164
116,Senate,40304,54,0,TN,200,,,"ALEXANDER, Lamar",A000360,1940,,0.324,-0.176,-28.71808,0.94821,540,9,,0.322,-0.086
116,Senate,40305,49,0,TX,200,,,"CORNYN, John",C001056,1952,,0.49,-0.016,-37.92985,0.94423,661,16,,0.44,0.093
116,Senate,41304,49,0,TX,200,,,"CRUZ, Rafael Edward (Ted)",C001098,1970,,0.83,-0.28,-49.94226,0.92379,630,25,,0.908,-0.418
116,Senate,41110,67,0,UT,200,,,"LEE, Mike",L000577,1971,,0.913,-0.408,-118.57246,0.8351,658,71,,0.91,-0.414
116,Senate,41902,67,0,UT,200,,,"ROMNEY, Willard Mitt (Mitt)",R000615,1947,,0.332,0.51,-80.32888,0.88589,663,40,,0.39,0.705
116,Senate,14307,6,0,VT,100,,,"LEAHY, Patrick Joseph",L000174,1940,,-0.36,-0.12,-117.21987,0.83429,647,67,,-0.279,-0.04
116,Senate,29147,6,0,VT,328,,,"SANDERS, Bernard",S000033,1941,,-0.529,-0.392,-41.83731,0.86819,296,21,,-0.775,-0.467
116,Senate,40909,40,0,VA,100,,,"WARNER, Mark",W000805,1954,,-0.202,-0.035,-76.70736,0.88885,651,28,,-0.222,-0.019
116,Senate,41305,40,0,VA,100,,,"KAINE, Timothy Michael (Tim)",K000384,1958,,-0.243,-0.056,-85.1451,0.87793,654,33,,-0.255,0.005
116,Senate,39310,73,0,WA,100,,,"CANTWELL, Maria E.",C000127,1958,,-0.304,-0.42,-107.51576,0.84967,660,42,,-0.36,-0.36
116,Senate,49308,73,0,WA,100,,,"MURRAY, Patty",M001111,1950,,-0.352,-0.311,-86.80121,0.87129,630,35,,-0.4,-0.275
116,Senate,20146,56,0,WV,200,,,"CAPITO, Shelley Moore",C001047,1953,,0.264,0.059,-28.03433,0.95654,631,4,,0.326,0.177
116,Senate,40915,56,0,WV,100,,,"MANCHIN, Joe, III",M001183,1947,,-0.056,0.444,-70.86593,0.89746,655,22,,-0.052,0.388
116,Senate,29940,25,0,WI,100,,,"BALDWIN, Tammy",B001230,1962,,-0.493,-0.139,-133.30115,0.81861,666,65,,-0.396,-0.001
116,Senate,41111,25,0,WI,200,,,"JOHNSON, Ron",J000293,1955,,0.596,-0.276,-49.59025,0.92578,643,24,,0.61,0.017
116,Senate,40707,68,0,WY,200,,,"BARRASSO, John A.",B001261,1952,,0.542,0.246,-29.91737,0.9562,668,17,,0.602,0.323
116,Senate,49706,68,0,WY,200,,,"ENZI, Michael B.",E000285,1944,,0.545,0.199,-42.601,0.93551,639,16,,0.587,0.414
