State,District,Party,Margin,Lean,Minority,Nat_Margin,Year,Fresh,Calculated_C6,Year1,Midterm,Avg_Def,DefxParty,DefxLean,DefxMin,DefxNat_Margin,DefxYear1,DefxFresh,DefxMid,Has_Pres,DefxHas_Pres,Avg_Def_Adj
CA,44,0,32.09699244,9.5,0,4.8,2002,0,1.138760961,0,1,7.5313808,0,-18.29666146,0,-9.244628948,0,0,-1.925964364,1,-1.925964364,-1.925964364
CA,45,0,32.50806917,4.5,0,4.8,2002,0,1.233986888,0,1,10.1694915,0,3.204658511,0,3.418302412,0,0,0.712146336,1,0.712146336,0.712146336
CA,46,0,27.18463677,13.5,0,4.8,2002,0,0.074558332,0,1,10.9295199,0,19.87435893,0,7.066438732,0,0,1.472174736,1,1.472174736,1.472174736
CA,50,0,31.98591786,11.5,0,4.8,2002,0,0.924814376,0,1,7.6131687,0,-21.20802934,0,-8.852047028,0,0,-1.844176464,1,-1.844176464,-1.844176464
CA,52,0,44.39678126,17.5,0,4.8,2002,0,1.882051082,0,1,8.0645161,0,-24.37450862,0,-6.685579508,0,0,-1.392829064,1,-1.392829064,-1.392829064
CO,3,0,34.53333456,15.5,0,4.8,2002,0,0.910251244,0,1,7.4034335,0,-31.8356308,0,-9.858775988,0,0,-2.053911664,1,-2.053911664,-2.053911664
CO,5,0,44.68937659,32.5,0,4.8,2002,0,0.271671715,0,1,17.6165803,0,265.1751419,0,39.16432865,0,0,8.159235136,1,8.159235136,8.159235136
CT,2,0,8.180260516,-13.5,0,4.8,2002,1,0.438613199,0,1,13.9175258,0,-60.21243858,0,21.40886705,0,4.460180636,4.460180636,1,4.460180636,4.460180636
CT,4,0,28.86024076,-9.5,0,4.8,2002,0,1.181108973,0,1,15.9793814,0,-61.95934424,0,31.30577393,0,0,6.522036236,1,6.522036236,6.522036236
CT,5,0,10.98570569,-8.5,0,4.8,2002,0,0.017979965,0,1,15.9375,0,-55.0813161,0,31.10474321,0,0,6.480154836,1,6.480154836,6.480154836
DE,0,0,45.3553994,-12.5,0,4.8,2002,0,2.520774424,0,1,14.8785425,0,-67.7649667,0,26.02174721,0,0,5.421197336,1,5.421197336,5.421197336
FL,1,0,49.19365086,38.5,0,4.8,2002,1,1.139611945,0,1,8.8435374,0,-23.63159892,0,-2.946277268,0,-0.613807764,-0.613807764,1,-0.613807764,-0.613807764
FL,6,0,30.71056616,16.5,0,4.8,2002,0,0.231900956,0,1,9.5036959,0,0.76478714,0,0.222483532,0,0,0.046350736,1,0.046350736,0.046350736
FL,7,0,19.15537468,8.5,0,4.8,2002,0,-0.484381276,0,1,7.5413223,0,-16.28619435,0,-9.196909748,0,0,-1.916022864,1,-1.916022864,-1.916022864
FL,8,0,30.27384544,8.5,0,4.8,2002,1,2.083503672,0,1,6.0126582,0,-29.2798392,0,-16.53449743,0,-3.444686964,-3.444686964,1,-3.444686964,-3.444686964
FL,9,0,42.9293526,8.5,0,4.8,2002,0,2.554850517,0,1,7.8756477,0,-13.44442845,0,-7.592147828,0,0,-1.581697464,1,-1.581697464,-1.581697464
FL,15,0,26.30112526,8.5,0,4.8,2002,0,0.398598706,0,1,8.7628866,0,-5.902897796,0,-3.333401108,0,0,-0.694458564,1,-0.694458564,-0.694458564
FL,18,0,40.49750646,14.5,0,4.8,2002,0,1.555513694,0,1,8.6244541,0,-12.07692043,0,-3.997877108,0,0,-0.832891064,1,-0.832891064,-0.832891064
FL,22,0,22.41438869,-3.5,0,4.8,2002,0,0.947994916,0,1,8.6010363,0,2.997081025,0,-4.110282548,0,0,-0.856308864,1,-0.856308864,-0.856308864
FL,25,0,29.29495585,10.5,0,4.8,2002,0,0.6234383,0,1,8.1196581,0,-14.04571417,0,-6.420897908,0,0,-1.337687064,1,-1.337687064,-1.337687064
GA,1,0,44.28723545,24.5,0,4.8,2002,0,1.2820725,0,1,7.8639745,0,-39.03758127,0,-7.648179188,0,0,-1.593370664,1,-1.593370664,-1.593370664
GA,6,0,59.74776412,36.5,0,4.8,2002,0,2.169635993,0,1,7.8331638,0,-59.28261979,0,-7.796070548,0,0,-1.624181364,1,-1.624181364,-1.624181364
GA,7,0,57.84261956,38.5,0,4.8,2002,0,2.459766502,0,1,5.5555556,0,-150.2188982,0,-18.72858991,0,0,-3.901789564,1,-3.901789564,-3.901789564
GA,8,0,56.66173795,16.5,0,4.8,2002,0,2.79791186,0,1,10.0628931,0,9.99154094,0,2.906630092,0,0,0.605547936,1,0.605547936,0.605547936
GA,9,0,45.68513826,42.5,0,4.8,2002,0,-0.155068724,0,1,8.649789,0,-34.32113698,0,-3.876269588,0,0,-0.807556164,1,-0.807556164,-0.807556164
IA,1,0,14.50764806,-6.5,0,4.8,2002,0,0.296764746,0,1,8.0329557,0,9.258531518,0,-6.837069428,0,0,-1.424389464,1,-1.424389464,-1.424389464
IA,2,0,6.450227107,-9.5,0,4.8,2002,0,-0.199432049,0,1,17.7334732,0,-78.62321634,0,39.72541457,0,0,8.276128036,1,8.276128036,8.276128036
IA,4,0,11.69309308,1.5,0,4.8,2002,0,-0.596357238,0,1,10.2774923,0,1.230220704,0,3.936706252,0,0,0.820147136,1,0.820147136,0.820147136
ID,1,0,19.63413392,40.5,0,4.8,2002,1,-2.209732846,0,1,9.4608342,0,0.141305948,0,0.016747372,0,0.003489036,0.003489036,1,0.003489036,0.003489036
ID,2,0,39.13677457,39.5,0,4.8,2002,0,-0.797992137,0,1,7.2090628,0,-88.80715339,0,-10.79175535,0,0,-2.248282364,1,-2.248282364,-2.248282364
IL,6,0,30.18082267,9.5,0,4.8,2002,0,0.910554416,0,1,7.3145246,0,-20.35679536,0,-10.28553871,0,0,-2.142820564,1,-2.142820564,-2.142820564
IL,8,0,14.85541748,14.5,0,4.8,2002,0,-1.003238862,0,1,12.18716,0,39.58231512,0,13.10311121,0,0,2.729814836,1,2.729814836,2.729814836
IL,10,0,37.61736869,-3.5,0,4.8,2002,1,2.592193844,0,1,10.9631148,0,-5.270193725,0,7.227694252,0,1.505769636,1.505769636,1,1.505769636,1.505769636
IL,11,0,28.63971826,2.5,0,4.8,2002,0,0.777945256,0,1,12.9896907,0,8.830863839,0,16.95525857,0,0,3.532345536,1,3.532345536,3.532345536
IL,13,0,40.51909473,13.5,0,4.8,2002,0,1.608471489,0,1,8.7967644,0,-8.917840317,0,-3.170787668,0,0,-0.660580764,1,-0.660580764,-0.660580764
IL,14,0,48.27349846,11.5,0,4.8,2002,0,12.05297986,0,1,1.9354839,0,-86.50140454,0,-36.10493407,0,0,-7.521861264,1,-7.521861264,-7.521861264
IL,15,0,34.13029906,11.5,0,4.8,2002,1,1.159772295,0,1,12.284264,0,32.50956661,0,13.56921041,0,2.826918836,2.826918836,1,2.826918836,2.826918836
IL,16,0,41.22874377,11.5,0,4.8,2002,0,2.0375918,0,1,7.9915878,0,-16.85620969,0,-7.035635348,0,0,-1.465757364,1,-1.465757364,-1.465757364
IN,3,0,28.6870933,33.5,0,4.8,2002,0,-1.505589915,0,1,7.9229122,0,-51.4035043,0,-7.365278228,0,0,-1.534432964,1,-1.534432964,-1.534432964
IN,4,0,45.21669789,34.5,0,4.8,2002,0,0.58329718,0,1,6.6666667,0,-96.27840702,0,-13.39525663,0,0,-2.790678464,1,-2.790678464,-2.790678464
IN,5,0,46.79269411,39.5,0,4.8,2002,0,0.25502131,0,1,7.4626866,0,-78.78901329,0,-9.574361108,0,0,-1.994658564,1,-1.994658564,-1.994658564
IN,6,0,29.39085283,19.5,0,4.8,2002,0,-0.176648456,0,1,7.0914697,0,-46.13457155,0,-11.35620223,0,0,-2.365875464,1,-2.365875464,-2.365875464
IN,8,0,5.282969953,15.5,0,4.8,2002,0,-1.663050011,0,1,13.5362015,0,63.2222732,0,19.57851041,0,0,4.078856336,1,4.078856336,4.078856336
KS,2,0,22.90154851,13.5,0,4.8,2002,0,-0.455084275,0,1,7.6210093,0,-24.79053417,0,-8.814412148,0,0,-1.836335864,1,-1.836335864,-1.836335864
KS,4,0,23.58310249,22.5,0,4.8,2002,0,-1.220853394,0,1,7.5335397,0,-43.28562295,0,-9.234266228,0,0,-1.923805464,1,-1.923805464,-1.923805464
KY,1,0,30.50933042,18.5,0,4.8,2002,0,0.06439547,0,1,8.9770355,0,-8.885728788,0,-2.305486388,0,0,-0.480309664,1,-0.480309664,-0.480309664
KY,2,0,40.46900526,25.5,0,4.8,2002,0,0.812033157,0,1,6.8367347,0,-66.82556684,0,-12.57893023,0,0,-2.620610464,1,-2.620610464,-2.620610464
KY,3,0,3.222539441,-1.5,0,4.8,2002,0,-1.820311065,0,1,6.846473,0,3.916308246,0,-12.53218639,0,0,-2.610872164,1,-2.610872164,-2.610872164
KY,5,0,56.58874262,15.5,0,4.8,2002,0,3.766617846,0,1,7.6446281,0,-28.0971145,0,-8.701041908,0,0,-1.812717064,1,-1.812717064,-1.812717064
LA,4,0,45.16687176,12.5,0,4.8,2002,0,3.154574284,0,1,6.1844864,0,-40.91073455,0,-15.70972207,0,0,-3.272858764,1,-3.272858764,-3.272858764
MD,1,0,53.60934437,17.5,0,4.8,2002,0,1.928873682,0,1,12.6448894,0,55.78202413,0,15.30021233,0,0,3.187544236,1,3.187544236,3.187544236
MD,6,0,32.34109221,25.5,0,4.8,2002,0,-0.250483678,0,1,10.2851324,0,21.10857451,0,3.973378732,0,0,0.827787236,1,0.827787236,0.827787236
MD,8,0,-4.221145641,-34.5,0,4.8,2002,0,0.158908994,0,1,22.651357,0,-455.1934083,0,63.33125681,0,0,13.19401184,1,13.19401184,13.19401184
MI,2,0,42.70301067,21.5,0,4.8,2002,0,1.010311763,0,1,10.5263158,0,22.98286867,0,5.131059052,0,0,1.068970636,1,1.068970636,1.068970636
MI,3,0,41.64583857,22.5,0,4.8,2002,0,0.778096156,0,1,11.3936928,0,43.5678218,0,9.294468652,0,0,1.936347636,1,1.936347636,1.936347636
MI,4,0,38.03763502,10.5,0,4.8,2002,0,1.873232625,0,1,7.3694985,0,-21.92238997,0,-10.02166399,0,0,-2.087846664,1,-2.087846664,-2.087846664
MI,6,0,39.8562531,7.5,0,4.8,2002,0,1.794153068,0,1,9.8989899,0,3.312335518,0,2.119894732,0,0,0.441644736,1,0.441644736,0.441644736
MI,7,0,21.04210884,5.5,0,4.8,2002,0,0.033764252,0,1,10.9808102,0,8.379057697,0,7.312632172,0,0,1.523465036,1,1.523465036,1.523465036
MI,8,0,37.12320629,4.5,0,4.8,2002,1,2.713761823,0,1,8.190091,0,-5.702643739,0,-6.082819988,0,-1.267254164,-1.267254164,1,-1.267254164,-1.267254164
MI,9,0,18.21722661,4.5,0,4.8,2002,0,-0.27383748,0,1,6.3607925,0,-13.93448699,0,-14.86345279,0,0,-3.096552664,1,-3.096552664,-3.096552664
MN,1,0,26.8458016,4.5,0,4.8,2002,0,0.481580702,0,1,14.3003064,0,21.79332556,0,23.24621393,0,0,4.842961236,1,4.842961236,4.842961236
MN,6,0,22.27856825,10.5,0,4.8,2002,0,-0.150401524,0,1,12.993763,0,37.13238728,0,16.97480561,0,0,3.536417836,1,3.536417836,3.536417836
MO,2,0,36.10285016,20.5,0,4.8,2002,1,1.304305319,0,1,7.5203252,0,-39.70890927,0,-9.297695828,0,-1.937019964,-1.937019964,1,-1.937019964,-1.937019964
MO,6,0,27.84831417,9.5,0,4.8,2002,1,1.178510681,0,1,7.9673136,0,-14.15529986,0,-7.152151508,0,-1.490031564,-1.490031564,1,-1.490031564,-1.490031564
MO,7,0,51.8129919,26.5,0,4.8,2002,0,2.651796737,0,1,6.1027837,0,-88.8958788,0,-16.10189503,0,0,-3.354561464,1,-3.354561464,-3.354561464
MO,8,0,44.84789269,20.5,0,4.8,2002,0,1.322501263,0,1,10.2019129,0,15.26363858,0,3.573925132,0,0,0.744567736,1,0.744567736,0.744567736
MO,9,0,39.6525394,13.5,0,4.8,2002,0,1.232274618,0,1,10.7790822,0,17.84344998,0,6.344337772,0,0,1.321737036,1,1.321737036,1.321737036
MS,1,0,47.2317264,19.5,0,4.8,2002,0,1.817244049,0,1,9.1282051,0,-6.418231253,0,-1.579872308,0,0,-0.329140064,1,-0.329140064,-0.329140064
MS,3,0,28.81346651,29.5,0,4.8,2002,0,-1.086680513,0,1,8.2389289,0,-35.9432798,0,-5.848398068,0,0,-1.218416264,1,-1.218416264,-1.218416264
MT,0,0,31.95300026,25.5,0,4.8,2002,1,0.276024454,0,1,7.5987842,0,-47.39330459,0,-8.921092628,0,-1.858560964,-1.858560964,1,-1.858560964,-1.858560964
NC,5,0,40.37986734,33.5,0,4.8,2002,0,-0.033023573,0,1,7.1428571,0,-77.53535015,0,-11.10954271,0,0,-2.314488064,1,-2.314488064,-2.314488064
NC,8,0,9.001843244,8.5,0,4.8,2002,0,-1.928952262,0,1,7.1574642,0,-19.5489882,0,-11.03942863,0,0,-2.299880964,1,-2.299880964,-2.299880964
NC,9,0,46.58788377,27.5,0,4.8,2002,0,1.432945803,0,1,7.1502591,0,-63.44486677,0,-11.07401311,0,0,-2.307086064,1,-2.307086064,-2.307086064
NC,10,0,21.45569328,31.5,0,4.8,2002,0,-2.22393292,0,1,7.9748164,0,-46.69965607,0,-7.116138068,0,0,-1.482528764,1,-1.482528764,-1.482528764
NC,11,0,12.6920795,18.5,0,4.8,2002,0,-2.22385299,0,1,7.751938,0,-31.55003254,0,-8.185954388,0,0,-1.705407164,1,-1.705407164,-1.705407164
NE,2,0,30.33081246,18.5,0,4.8,2002,0,0.043547818,0,1,9.1752577,0,-5.218618088,0,-1.354019828,0,0,-0.282087464,1,-0.282087464,-0.282087464
NH,2,0,15.95124991,-0.5,0,4.8,2002,0,-0.040126063,0,1,11.122449,0,-0.832551918,0,7.992498412,0,0,1.665103836,1,1.665103836,1.665103836
NJ,2,0,40.93566905,-10.5,0,4.8,2002,0,1.731740764,0,1,18.2828283,0,-92.66757293,0,42.36231905,0,0,8.825483136,1,8.825483136,8.825483136
NJ,3,0,31.1011442,-10.5,0,4.8,2002,0,2.099718361,0,1,10.3950104,0,-9.845484975,0,4.500793132,0,0,0.937665236,1,0.937665236,0.937665236
NJ,4,0,34.03652303,-3.5,0,4.8,2002,0,1.76531417,0,1,11.2024666,0,-6.107925025,0,8.376582892,0,0,1.745121436,1,1.745121436,1.745121436
NJ,7,0,17.03587939,1.5,0,4.8,2002,1,0.378463528,0,1,11.2970711,0,2.759588904,0,8.830684492,0,1.839725936,1.839725936,1,1.839725936,1.839725936
NJ,11,0,45.98318797,11.5,0,4.8,2002,0,1.960178737,0,1,10.7327141,0,14.66674276,0,6.121770892,0,0,1.275368936,1,1.275368936,1.275368936
NM,1,0,10.68374339,-0.5,0,4.8,2002,0,-0.599642502,0,1,9.5286885,0,-0.035671668,0,0.342448012,0,0,0.071343336,1,0.071343336,0.071343336
NV,2,0,54.32768956,20.5,0,4.8,2002,0,2.980130551,0,1,7.7083333,0,-35.85474322,0,-8.395256948,0,0,-1.749011864,1,-1.749011864,-1.749011864
NY,1,0,-9.144681566,-7.5,0,4.8,2002,1,-1.671666209,0,1,9.2687951,0,1.414125482,0,-0.905040308,0,-0.188550064,-0.188550064,1,-0.188550064,-0.188550064
NY,3,0,28.32034808,-7.5,0,4.8,2002,0,1.865809444,0,1,9.0625,0,2.961338732,0,-1.895256788,0,0,-0.394845164,1,-0.394845164,-0.394845164
NY,13,0,28.49052635,-7.5,0,4.8,2002,0,1.832484435,0,1,9.3201754,0,1.028773232,0,-0.658414868,0,0,-0.137169764,1,-0.137169764,-0.137169764
NY,19,0,30.41278282,2.5,0,4.8,2002,0,0.962046788,0,1,12.3469388,0,7.223984089,0,13.87004945,0,0,2.889593636,1,2.889593636,2.889593636
NY,20,0,35.70555511,7.5,0,4.8,2002,0,1.148700613,0,1,11.8478261,0,17.92860702,0,11.47430849,0,0,2.390480936,1,2.390480936,2.390480936
NY,25,0,27.91674341,-5.5,0,4.8,2002,0,1.490967526,0,1,10.1147028,0,-3.615466997,0,3.155316652,0,0,0.657357636,1,0.657357636,0.657357636
NY,26,0,30.21907156,7.5,0,4.8,2002,0,1.125632566,0,1,7.2164948,0,-16.80637773,0,-10.75608175,0,0,-2.240850364,1,-2.240850364,-2.240850364
NY,27,0,30.46081958,-11.5,0,4.8,2002,0,1.892366956,0,1,11.5720524,0,-24.31913321,0,10.15059473,0,0,2.114707236,1,2.114707236,2.114707236
NY,29,0,38.07491109,10.5,0,4.8,2002,0,1.028267392,0,1,13.4615385,0,42.04403003,0,19.22012801,0,0,4.004193336,1,4.004193336,4.004193336
OH,1,0,29.59842741,5.5,0,4.8,2002,0,1.084474591,0,1,8.2317073,0,-6.741008253,0,-5.883061748,0,0,-1.225637864,1,-1.225637864,-1.225637864
OH,2,0,48.09856608,29.5,0,4.8,2002,0,1.639572386,0,1,6.3016529,0,-93.0929218,0,-15.14732287,0,0,-3.155692264,1,-3.155692264,-3.155692264
OH,4,0,35.03969571,27.5,0,4.8,2002,0,-0.203725545,0,1,6.3921993,0,-84.29151127,0,-14.71270015,0,0,-3.065145864,1,-3.065145864,-3.065145864
OH,5,0,39.52850935,22.5,0,4.8,2002,0,0.684238707,0,1,9.8621421,0,9.107931055,0,1.943025292,0,0,0.404796936,1,0.404796936,0.404796936
OH,7,0,40.37653909,14.5,0,4.8,2002,0,1.650872639,0,1,8.0530071,0,-20.36290193,0,-6.740822708,0,0,-1.404338064,1,-1.404338064,-1.404338064
OH,8,0,41.62145569,25.5,0,4.8,2002,0,1.051427248,0,1,6.3761955,0,-78.56931644,0,-14.78951839,0,0,-3.081149664,1,-3.081149664,-3.081149664
OH,12,0,28.77169229,6.5,0,4.8,2002,1,1.821021706,0,1,6.8367347,0,-17.03396802,0,-12.57893023,0,-2.620610464,-2.620610464,1,-2.620610464,-2.620610464
OH,14,0,44.3022557,8.5,0,4.8,2002,0,2.058549612,0,1,10.4413348,0,8.363911904,0,4.723150252,0,0,0.983989636,1,0.983989636,0.983989636
OH,15,0,33.17782606,8.5,0,4.8,2002,0,1.219089906,0,1,8.5059978,0,-8.086452596,0,-4.566467348,0,0,-0.951347364,1,-0.951347364,-0.951347364
OH,16,0,37.73795241,11.5,0,4.8,2002,0,1.55882667,0,1,8.2066869,0,-14.38257004,0,-6.003159668,0,0,-1.250658264,1,-1.250658264,-1.250658264
OK,1,0,13.4525831,25.5,0,4.8,2002,1,-2.636625032,0,1,6.2211982,0,-82.52174759,0,-15.53350543,0,-3.236146964,-3.236146964,1,-3.236146964,-3.236146964
OK,5,0,29.82091863,24.5,0,4.8,2002,0,-0.607234911,0,1,7.2198276,0,-54.81918032,0,-10.74008431,0,0,-2.237517564,1,-2.237517564,-2.237517564
OR,2,0,46.1004265,25.5,0,4.8,2002,0,1.449385581,0,1,7.715736,0,-44.41103369,0,-8.359723988,0,0,-1.741609164,1,-1.741609164,-1.741609164
PA,4,0,29.10720114,6.5,0,4.8,2002,1,1.599808036,0,1,7.9918033,0,-9.526022118,0,-7.034600948,0,-1.465541864,-1.465541864,1,-1.465541864,-1.465541864
PA,7,0,32.18462984,-3.5,0,4.8,2002,0,1.609643677,0,1,11.1353712,0,-5.873091125,0,8.054524972,0,0,1.678026036,1,1.678026036,1.678026036
PA,8,0,25.18422874,-4.5,0,4.8,2002,0,0.880197925,0,1,13.2196162,0,-16.93021966,0,18.05890097,0,0,3.762271036,1,3.762271036,3.762271036
PA,15,0,14.72282238,-0.5,0,4.8,2002,0,-0.147345301,0,1,11.3660063,0,-0.954330568,0,9.161573452,0,0,1.908661136,1,1.908661136,1.908661136
PA,17,0,-2.822282169,15.5,0,4.8,2002,0,-3.83885466,0,1,7.9754601,0,-22.9692185,0,-7.113048308,0,0,-1.481885064,1,-1.481885064,-1.481885064
SC,4,0,39.99616722,31.5,0,4.8,2002,0,0.121124129,0,1,6.6462168,0,-88.55054347,0,-13.49341615,0,0,-2.811128364,1,-2.811128364,-2.811128364
TN,2,0,59.0662487,20.5,0,4.8,2002,0,2.272252685,0,1,12.195122,0,56.12442513,0,13.14132881,0,0,2.737776836,1,2.737776836,2.737776836
TN,3,0,30.72084452,16.5,0,4.8,2002,0,0.235531902,0,1,9.4008264,0,-0.93255961,0,-0.271290068,0,0,-0.056518764,1,-0.056518764,-0.056518764
TX,3,0,49.61364536,40.5,0,4.8,2002,0,0.500418686,0,1,8.0168776,0,-58.33893635,0,-6.914244308,0,0,-1.440467564,1,-1.440467564,-1.440467564
TX,6,0,42.66842237,32.5,0,4.8,2002,0,0.40135302,0,1,6.8891281,0,-83.46705459,0,-12.32744191,0,0,-2.568217064,1,-2.568217064,-2.568217064
TX,9,0,-18.29911191,-37.5,0,4.8,2002,0,-0.26631,0,1,31.3227513,0,-819.9527301,0,104.9539495,0,0,21.86540614,1,21.86540614,21.86540614
TX,13,0,58.54706246,48.5,0,4.8,2002,0,1.011447963,0,1,7.1647902,0,-111.1889158,0,-11.00426383,0,0,-2.292554964,1,-2.292554964,-2.292554964
TX,14,0,36.18167261,28.5,0,4.8,2002,0,-0.027857623,0,1,31.3227513,0,623.1640749,0,104.9539495,0,0,21.86540614,1,21.86540614,21.86540614
TX,21,0,47.56115681,38.5,0,4.8,2002,0,0.561016132,0,1,6.031746,0,-131.8855678,0,-16.44287599,0,0,-3.425599164,1,-3.425599164,-3.425599164
TX,22,0,28.15053682,34.5,0,4.8,2002,0,-3.13295379,0,1,4.2060988,0,-181.1679996,0,-25.20598255,0,0,-5.251246364,1,-5.251246364,-5.251246364
TX,23,0,4.321430469,7.5,0,4.8,2002,0,-2.470658216,0,1,7.1942446,0,-16.97325423,0,-10.86288271,0,0,-2.263100564,1,-2.263100564,-2.263100564
TX,31,0,41.72116123,37.5,0,4.8,2002,0,-0.217514706,0,1,8.0168776,0,-54.01753366,0,-6.914244308,0,0,-1.440467564,1,-1.440467564,-1.440467564
TX,32,0,37.41666779,28.5,0,4.8,2002,0,0.049740529,0,1,7.2861668,0,-61.87858338,0,-10.42165615,0,0,-2.171178364,1,-2.171178364,-2.171178364
UT,3,0,38.443014,51.5,0,4.8,2002,0,-2.028752029,0,1,7.3908175,0,-106.4261747,0,-9.919332788,0,0,-2.066527664,1,-2.066527664,-2.066527664
VA,5,0,26.99473485,14.5,0,4.8,2002,1,0.603079521,0,1,8.2484725,0,-17.52865363,0,-5.802588788,0,-1.208872664,-1.208872664,1,-1.208872664,-1.208872664
VA,7,0,38.98451104,24.5,0,4.8,2002,1,1.632982132,0,1,6.0265577,0,-84.05429287,0,-16.46777983,0,-3.430787464,-3.430787464,1,-3.430787464,-3.430787464
VA,10,0,43.59310708,15.5,0,4.8,2002,0,1.739638411,0,1,9.0816327,0,-5.823543196,0,-1.803419828,0,0,-0.375712464,1,-0.375712464,-0.375712464
WA,4,0,33.79184201,28.5,0,4.8,2002,0,-0.537172353,0,1,6.0732984,0,-96.44533278,0,-16.24342447,0,0,-3.384046764,1,-3.384046764,-3.384046764
WA,5,0,30.45797451,16.5,0,4.8,2002,0,0.25889404,0,1,7.537155,0,-31.68313771,0,-9.216912788,0,0,-1.920190164,1,-1.920190164,-1.920190164
WA,8,0,22.47620921,-1.5,0,4.8,2002,0,0.861999085,0,1,7.8781513,0,2.368790796,0,-7.580130548,0,0,-1.579193864,1,-1.579193864,-1.579193864
WI,1,0,36.56579408,6.5,0,4.8,2002,0,1.742331782,0,1,8.7136929,0,-4.833739718,0,-3.569530868,0,0,-0.743652264,1,-0.743652264,-0.743652264
WI,8,0,48.68731795,9.5,0,4.8,2002,0,2.754362948,0,1,9.1370558,0,-3.04274896,0,-1.537388948,0,0,-0.320289364,1,-0.320289364,-0.320289364
WV,2,0,20.08602361,10.5,0,4.8,2002,1,0.083448982,0,1,10.964467,0,15.82477928,0,7.234184812,0,1.507121836,1.507121836,1,1.507121836,1.507121836
AL,1,0,26.30817827,25.2333347,0,2.6,2004,1,-0.174152611,2,0,8.3261803,0,-94.11297256,0,-9.697241033,-7.459416179,-3.72970809,0,1,-3.72970809,-3.72970809
AL,2,0,42.96240729,28.9000027,0,2.6,2004,0,0.671335711,2,0,11.2173913,0,-24.23256815,0,-2.180092433,-1.676994179,0,0,1,-0.83849709,-0.83849709
AL,3,0,22.44694529,11.5666697,0,2.6,2004,1,0.483770755,2,0,9.1438071,0,-33.68308242,0,-7.571411353,-5.824162579,-2.91208129,0,1,-2.91208129,-2.91208129
AL,4,0,49.597222,35.2333387,0,2.6,2004,0,0.930101189,2,0,10.3797468,0,-59.05606434,0,-4.357968133,-3.352283179,0,0,1,-1.67614159,-1.67614159
